concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
19442183	tenecin 3 protein, Tenebrio molitor	Observation	MeSH	Suppl Concept		C097837	20230501	20991231	
19281462	calcium-dependent protease I	Observation	MeSH	Suppl Concept		C097838	20230501	20991231	
19442184	ganefromycin epsilon	Observation	MeSH	Suppl Concept		C097840	20230501	20991231	
19281463	GTS1 protein, S cerevisiae	Observation	MeSH	Suppl Concept		C097841	20230501	20991231	
19442185	2-((4-pyridiniummethyl)-1,2,3-triazol-1-yl)methyl-6,6-dihydropenicillanate 1,1-dioxide	Observation	MeSH	Suppl Concept		C097842	20230501	20991231	
19281464	CC cytokine receptor-4	Observation	MeSH	Suppl Concept		C097843	20230501	20991231	
19442186	5-(2-acetamidoethylthio)-4-hydrotetrodecamycin	Observation	MeSH	Suppl Concept		C097844	20230501	20991231	
19281465	Csdc2 protein, rat	Observation	MeSH	Suppl Concept		C097845	20230501	20991231	
19442187	buforin I	Observation	MeSH	Suppl Concept		C097846	20230501	20991231	
19442188	4-(2-hydroxyethylthio)-5-hydrotetrodecamycin	Observation	MeSH	Suppl Concept		C097847	20230501	20991231	
19442189	4,5-dibromotetrodecamycin	Observation	MeSH	Suppl Concept		C097848	20230501	20991231	
19442190	buforin II	Observation	MeSH	Suppl Concept		C097849	20230501	20991231	
19281466	poly(propylene fumarate)	Observation	MeSH	Suppl Concept		C097850	20230501	20991231	
19442191	27-O-demethylrapamycin	Observation	MeSH	Suppl Concept		C097851	20230501	20991231	
19442192	2-demethylazalomycin F4a	Observation	MeSH	Suppl Concept		C097852	20230501	20991231	
19442193	2-demethylazalomycin F5a	Observation	MeSH	Suppl Concept		C097853	20230501	20991231	
19442194	phencomycin	Observation	MeSH	Suppl Concept		C097854	20230501	20991231	
19442195	eulicin	Observation	MeSH	Suppl Concept		C097855	20230501	20991231	
19281467	aestivophoenin A	Observation	MeSH	Suppl Concept		C097856	20230501	20991231	
19281468	aestivophoenin B	Observation	MeSH	Suppl Concept		C097857	20230501	20991231	
19442196	tryprostatin A	Observation	MeSH	Suppl Concept		C097858	20230501	20991231	
19442197	tryprostatin B	Observation	MeSH	Suppl Concept		C097859	20230501	20991231	
19442198	liposidolide A	Observation	MeSH	Suppl Concept		C097860	20230501	20991231	
19442199	AH 20239AA	Observation	MeSH	Suppl Concept		C097861	20230501	20991231	
19281469	Zip protein, Drosophila	Observation	MeSH	Suppl Concept		C097862	20230501	20991231	
19281470	beta,beta-difluoromethotrexate	Observation	MeSH	Suppl Concept		C097863	20230501	20991231	
19442200	C28R2 peptide	Observation	MeSH	Suppl Concept		C097865	20230501	20991231	
19442201	G25 peptide	Observation	MeSH	Suppl Concept		C097866	20230501	20991231	
19281471	DNA modification methylase BspIS4I	Observation	MeSH	Suppl Concept		C097868	20230501	20991231	
