concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
1002864	Intravascular diastolic | Aorta thoracic descending | Specific central blood pressure	Measurement	LOINC	LOINC Hierarchy	C	LP415943-2	20191213	20991231	
1003667	Intravascular diastolic | Aorta thoracic proximal ascending | Specific central blood pressure	Measurement	LOINC	LOINC Hierarchy	C	LP415944-0	20191213	20991231	
1003412	Intravascular diastolic | Celiac trunk artery | Specific central blood pressure	Measurement	LOINC	LOINC Hierarchy	C	LP415945-7	20191213	20991231	
1003924	Intravascular diastolic | Central venous catheter (CVP) | Specific central blood pressure	Measurement	LOINC	LOINC Hierarchy	C	LP415946-5	20191213	20991231	
1003836	Intravascular diastolic | Coronary sinus | Specific central blood pressure	Measurement	LOINC	LOINC Hierarchy	C	LP415947-3	20191213	20991231	
1002940	Intravascular diastolic | Ductus arteriosus | Specific central blood pressure	Measurement	LOINC	LOINC Hierarchy	C	LP415948-1	20191213	20991231	
1003251	Intravascular diastolic | Hepatic artery | Specific central blood pressure	Measurement	LOINC	LOINC Hierarchy	C	LP415949-9	20191213	20991231	
1002660	Intravascular diastolic | Inferior mesenteric artery | Specific central blood pressure	Measurement	LOINC	LOINC Hierarchy	C	LP415950-7	20191213	20991231	
1003478	Intravascular diastolic | Mesenteric artery | Specific central blood pressure	Measurement	LOINC	LOINC Hierarchy	C	LP415951-5	20191213	20991231	
1003857	Intravascular diastolic | Pulmonary artery | Specific central blood pressure	Measurement	LOINC	LOINC Hierarchy	C	LP415952-3	20191213	20991231	
1003801	Intravascular diastolic | Left pulmonary artery | Specific central blood pressure	Measurement	LOINC	LOINC Hierarchy	C	LP415953-1	20191213	20991231	
1003560	Intravascular diastolic | Right pulmonary artery | Specific central blood pressure	Measurement	LOINC	LOINC Hierarchy	C	LP415954-9	20191213	20991231	
1003691	Intravascular diastolic | Pulmonary artery wedge | Specific central blood pressure	Measurement	LOINC	LOINC Hierarchy	C	LP415955-6	20191213	20991231	
1003425	Intravascular diastolic | Pulmonary capillaries | Specific central blood pressure	Measurement	LOINC	LOINC Hierarchy	C	LP415956-4	20191213	20991231	
40789844	Base Excess | Bld-Ser-Plas	Measurement	LOINC	LOINC Hierarchy		LP41595-7	19700101	20191212	D
1002739	Intravascular diastolic | Renal artery Left | Specific central blood pressure	Measurement	LOINC	LOINC Hierarchy	C	LP415957-2	20191213	20991231	
1003888	Intravascular diastolic | Renal artery Right | Specific central blood pressure	Measurement	LOINC	LOINC Hierarchy	C	LP415958-0	20191213	20991231	
1003032	Intravascular diastolic | Splenic artery | Specific central blood pressure	Measurement	LOINC	LOINC Hierarchy	C	LP415959-8	20191213	20991231	
