concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
1990999	Avian pox virus Ab.Neut | Serum | Microbiology	Measurement	LOINC	LOINC Hierarchy	C	LP431857-4	20220216	20991231	
1989743	Bluetongue virus 2 Ab.Neut | Serum | Microbiology	Measurement	LOINC	LOINC Hierarchy	C	LP431858-2	20220216	20991231	
1991057	Bluetongue virus 10 Ab.Neut | Serum | Microbiology	Measurement	LOINC	LOINC Hierarchy	C	LP431859-0	20220216	20991231	
1991020	Bluetongue virus 11 Ab.Neut | Serum | Microbiology	Measurement	LOINC	LOINC Hierarchy	C	LP431860-8	20220216	20991231	
1991025	Bluetongue virus 13 Ab.Neut | Serum | Microbiology	Measurement	LOINC	LOINC Hierarchy	C	LP431861-6	20220216	20991231	
1991218	Bluetongue virus 17 Ab.Neut | Serum | Microbiology	Measurement	LOINC	LOINC Hierarchy	C	LP431862-4	20220216	20991231	
40796562	Streptococcal DNAse B | Bld-Ser-Plas	Measurement	LOINC	LOINC Hierarchy		LP43186-3	19700101	20191212	D
1990832	Bluetongue virus Ab.Neut | Serum | Microbiology	Measurement	LOINC	LOINC Hierarchy	C	LP431863-2	20220216	20991231	
1990852	Border disease virus Ab.Neut | Serum | Microbiology	Measurement	LOINC	LOINC Hierarchy	C	LP431864-0	20220216	20991231	
1991006	Bovine diarrhea virus 1 Ab.Neut | Serum | Microbiology	Measurement	LOINC	LOINC Hierarchy	C	LP431865-7	20220216	20991231	
1990383	Bovine diarrhea virus 2 Ab.Neut | Serum | Microbiology	Measurement	LOINC	LOINC Hierarchy	C	LP431866-5	20220216	20991231	
1990673	Bovine diarrhea virus Ab.Neut | Serum | Microbiology	Measurement	LOINC	LOINC Hierarchy	C	LP431867-3	20220216	20991231	
1990064	Bovine herpesvirus 1 Ab.Neut | Serum | Microbiology	Measurement	LOINC	LOINC Hierarchy	C	LP431868-1	20220216	20991231	
1991150	Bovine respiratory syncytial virus Ab.Neut | Serum | Microbiology	Measurement	LOINC	LOINC Hierarchy	C	LP431869-9	20220216	20991231	
1990854	Canine adenovirus 1 Ab.Neut | Serum | Microbiology	Measurement	LOINC	LOINC Hierarchy	C	LP431870-7	20220216	20991231	
40786753	Filaria | Bld-Ser-Plas	Measurement	LOINC	LOINC Hierarchy		LP43187-1	19700101	20191212	D
1991095	Canine herpesvirus Ab.Neut | Serum | Microbiology	Measurement	LOINC	LOINC Hierarchy	C	LP431871-5	20220216	20991231	
1989918	Caprine herpesvirus 1 Ab.Neut | Serum | Microbiology	Measurement	LOINC	LOINC Hierarchy	C	LP431872-3	20220216	20991231	
1990094	Capripox virus Ab.Neut | Serum | Microbiology	Measurement	LOINC	LOINC Hierarchy	C	LP431873-1	20220216	20991231	
1990883	Chicken anemia virus Ab.Neut | Serum | Microbiology	Measurement	LOINC	LOINC Hierarchy	C	LP431874-9	20220216	20991231	
1990221	Classical swine fever virus Ab.Neut | Serum | Microbiology	Measurement	LOINC	LOINC Hierarchy	C	LP431875-6	20220216	20991231	
1991111	Cocal virus Ab.Neut | Serum | Microbiology	Measurement	LOINC	LOINC Hierarchy	C	LP431876-4	20220216	20991231	
1990069	Duck enteritis virus Ab.Neut | Serum | Microbiology	Measurement	LOINC	LOINC Hierarchy	C	LP431877-2	20220216	20991231	
1990921	Duck hepatitis virus 1 Ab.Neut | Serum | Microbiology	Measurement	LOINC	LOINC Hierarchy	C	LP431878-0	20220216	20991231	
1990065	Duck hepatitis virus 2 Ab.Neut | Serum | Microbiology	Measurement	LOINC	LOINC Hierarchy	C	LP431879-8	20220216	20991231	
1990499	Duck hepatitis virus 3 Ab.Neut | Serum | Microbiology	Measurement	LOINC	LOINC Hierarchy	C	LP431880-6	20220216	20991231	
1990644	Encephalomyocarditis virus Ab.Neut | Serum | Microbiology	Measurement	LOINC	LOINC Hierarchy	C	LP431881-4	20220216	20991231	
1990774	Ephemeral fever virus Ab.Neut | Serum | Microbiology	Measurement	LOINC	LOINC Hierarchy	C	LP431882-2	20220216	20991231	
1991061	Epizootic hemorrhagic disease virus Ab.Neut | Serum | Microbiology	Measurement	LOINC	LOINC Hierarchy	C	LP431883-0	20220216	20991231	
