concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
35626323	Cidofovir 375 mg/5 mL solution for infusion vial	Drug	SNOMED	Clinical Drug		769638008	20180731	20190131	D
35626324	Cimetidine 200 mg/2 mL solution for injection ampule	Drug	SNOMED	Clinical Drug		769639000	20180731	20190131	D
35626325	Ciprofloxacin (as ciprofloxacin lactate) 200 mg/100 mL solution for infusion bag	Drug	SNOMED	Clinical Drug		769640003	20180731	20190131	U
4296752	Blood group antigen Welsh	Observation	SNOMED	Substance	S	76964005	20020131	20991231	
35626326	Ciprofloxacin (as ciprofloxacin lactate) 400 mg/200 mL solution for infusion bag	Drug	SNOMED	Clinical Drug		769641004	20180731	20190131	U
46131267	Allevyn Cavity dressing 12cm x 4cm tubular (Smith & Nephew Healthcare Ltd) 5 dressing	Device	SNOMED	Physical Object	S	7696411000001101	20060501	20991231	
35626327	Ciprofloxacin (as ciprofloxacin lactate) 100 mg/50 mL solution for infusion bottle	Drug	SNOMED	Clinical Drug		769642006	20180731	20190131	U
35626328	Cisatracurium (as cisatracurium besylate) 5 mg/2.5 mL solution for injection ampule	Drug	SNOMED	Clinical Drug		769643001	20180731	20190131	D
35626329	Cisatracurium (as cisatracurium besylate) 10 mg/5 mL solution for injection ampule	Drug	SNOMED	Clinical Drug		769644007	20180731	20190131	D
35626330	Cladribine 10 mg/10 mL solution for infusion vial	Drug	SNOMED	Clinical Drug		769645008	20180731	20190131	D
35626331	Clomipramine hydrochloride 25 mg/2 mL solution for injection ampule	Drug	SNOMED	Clinical Drug		769646009	20180731	20190131	D
35626333	Clonidine hydrochloride 150 microgram/mL solution for injection ampule	Drug	SNOMED	Clinical Drug		769647000	20180731	20190131	D
35626334	Sulfamethoxazole 800 mg/10 mL and trimethoprim 160 mg/10 mL solution for infusion ampule	Drug	SNOMED	Clinical Drug		769648005	20180731	20190131	U
35626335	Codeine phosphate 60 mg/mL solution for injection ampule	Drug	SNOMED	Clinical Drug		769649002	20180731	20190131	D
35626337	Cyclizine lactate 50 mg/mL solution for injection ampule	Drug	SNOMED	Clinical Drug		769650002	20180731	20190131	D
4297323	Blood group antigen Inaba	Observation	SNOMED	Substance	S	76965006	20020131	20991231	
44804799	Fluoroscopy guided block of obturator nerve	Procedure	SNOMED	Procedure		769651000000102	20110401	20181001	U
35626338	Cyclosporine 50 mg/mL solution for infusion ampule	Drug	SNOMED	Clinical Drug		769651003	20180731	20190131	U
46095432	Cavity dressing 5cm diameter 10 dressing	Device	SNOMED	Physical Object	S	7696511000001102	20060501	20991231	
35626339	Cytarabine 1 g/10 mL solution for injection vial	Drug	SNOMED	Clinical Drug		769652005	20180731	20190131	D
35626340	Cytarabine 100 mg/mL solution for injection vial	Drug	SNOMED	Clinical Drug		769653000	20180731	20190131	D
35626341	Cytarabine 2 g/20 mL solution for injection vial	Drug	SNOMED	Clinical Drug		769654006	20180731	20190131	D
35626307	Cytarabine 500 mg/5 mL solution for injection vial	Drug	SNOMED	Clinical Drug		769655007	20180731	20190131	D
35626342	Cytarabine 500 mg/25 mL solution for injection vial	Drug	SNOMED	Clinical Drug		769656008	20180731	20190131	D
35626343	Dalteparin sodium 10000 unit/mL solution for injection ampule	Drug	SNOMED	Clinical Drug		769657004	20180731	20190131	D
35626344	Dalteparin sodium 10000 unit/mL solution for injection syringe	Drug	SNOMED	Clinical Drug		769658009	20180731	20190131	D
35626345	Dalteparin sodium 2500 unit/0.2 mL solution for injection syringe	Drug	SNOMED	Clinical Drug		769659001	20180731	20190131	D
35626346	Dalteparin sodium 10000 unit/0.4 mL solution for injection syringe	Drug	SNOMED	Clinical Drug		769660006	20180731	20190131	D
40632059	Retired procedure	Procedure	SNOMED	Procedure		76966007	19700101	20020131	D
44804800	Fluoroscopy guided block of stellate ganglion	Procedure	SNOMED	Procedure		769661000000104	20110401	20181001	U
35626347	Dalteparin sodium 12500 unit/0.5 mL solution for injection syringe	Drug	SNOMED	Clinical Drug		769661005	20180731	20190131	D
