concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
40653563	Pl-12 Ab|Presence or Threshold|Moment in time|Blood, Serum or Plasma	Measurement	LOINC	LOINC Group	C	LG13327-8	20180615	20991231	
40653564	Pl-7 Ab|Presence or Threshold|Moment in time|Blood, Serum or Plasma	Measurement	LOINC	LOINC Group	C	LG13328-6	20180615	20991231	
40652659	Barbiturates|Presence or Threshold|Moment in time|Any Urine specimen	Measurement	LOINC	LOINC Group	C	LG13329-4	20180615	20991231	
40653905	Urobilinogen|Presence or Threshold|Moment in time|Any Urine specimen	Measurement	LOINC	LOINC Group	C	LG1334-4	20180615	20991231	
40653152	IgG|Mass Concentration|Moment in time|Any Urine specimen	Measurement	LOINC	LOINC Group	C	LG13348-4	20180615	20991231	
40653533	pH|Log Substance Concentration|Moment in time|Pericardial fluid	Measurement	LOINC	LOINC Group	C	LG13349-2	20180615	20991231	
40652600	Amphiphysin Ab|Presence or Threshold|Moment in time|Blood, Serum or Plasma	Measurement	LOINC	LOINC Group	C	LG13353-4	20180615	20991231	
40652516	Acylcarnitine pattern|Impression/interpretation of study|Moment in time|Any Urine specimen	Measurement	LOINC	LOINC Group	C	LG13374-0	20180615	20991231	
40652705	Bile acid pattern|Impression/interpretation of study|Moment in time|Any Urine specimen	Measurement	LOINC	LOINC Group	C	LG13375-7	20180615	20991231	
40653099	Glycosaminoglycans pattern|Impression/interpretation of study|Moment in time|Any Urine specimen	Measurement	LOINC	LOINC Group	C	LG13376-5	20180615	20991231	
40653468	Organic acids pattern|Impression/interpretation of study|Moment in time|Blood, Serum or Plasma	Measurement	LOINC	LOINC Group	C	LG13377-3	20180615	20991231	
40653470	Organic acids pattern|Impression/interpretation of study|Moment in time|Cerebral spinal fluid	Measurement	LOINC	LOINC Group	C	LG13378-1	20180615	20991231	
40653469	Organic acids pattern|Impression/interpretation of study|Moment in time|Any Urine specimen	Measurement	LOINC	LOINC Group	C	LG13379-9	20180615	20991231	
40652977	Fatty acids.very long chain pattern|Impression/interpretation of study|Moment in time|Blood, Serum or Plasma	Measurement	LOINC	LOINC Group	C	LG13380-7	20180615	20991231	
