concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
37204042	Rhabdomyolysis due to statin	Condition	SNOMED	Clinical Finding	S	787206005	20190731	20991231	
37219226	Structure of metaphysis of distal left radius	Spec Anatomic Site	SNOMED	Body Structure	S	787207001	20190731	20991231	
37219227	Structure of metaphysis of distal right radius	Spec Anatomic Site	SNOMED	Body Structure	S	787208006	20190731	20991231	
37204043	Domestic physical abuse of adult	Observation	SNOMED	Event	S	787209003	20190731	20991231	
3522825	FH: Angina in 1st degree male relative <55 years	Observation	SNOMED	Undefined		78721000000100	19700101	20040131	U
4302004	Nervonic acid	Observation	SNOMED	Substance	S	78721004	20020131	20991231	
44807427	Nasal neuroretinal rim width of right eye	Observation	SNOMED	Observable Entity	S	787211000000109	20111003	20991231	
45977571	Rediform bandage 6.75cm size C (Salts Healthcare)	Device	SNOMED	Physical Object	S	787211000001108	20060501	20991231	
46132046	HealthAid Super Flax Seed Oil 1000mg capsules (HealthAid Ltd) 60 capsule	Drug	SNOMED	Pharma/Biol Product		7872111000001108	20060501	20991231	
37204044	Partial amputation of toe of left foot	Procedure	SNOMED	Procedure	S	787213005	20190731	20991231	
37219228	Structure of nervous system of abdomen	Spec Anatomic Site	SNOMED	Body Structure	S	787216002	20190731	20991231	
37219229	Structure of nervous system of neck	Spec Anatomic Site	SNOMED	Body Structure	S	787218001	20190731	20991231	
37219230	Structure of nervous system of pelvis	Spec Anatomic Site	SNOMED	Body Structure	S	787219009	20190731	20991231	
37219231	Entire structure of nervous system of abdomen	Spec Anatomic Site	SNOMED	Body Structure	S	787220003	20190731	20991231	
4302005	Structure of hair papilla	Spec Anatomic Site	SNOMED	Body Structure	S	78722006	20020131	20991231	
44807428	Temporal neuroretinal rim width of left eye	Observation	SNOMED	Observable Entity	S	787221000000103	20111003	20991231	
37219232	Entire structure of nervous system of neck	Spec Anatomic Site	SNOMED	Body Structure	S	787221004	20190731	20991231	
46132047	HealthAid Vitamin B1 100mg modified-release tablets (HealthAid Ltd) 90 tablet	Drug	SNOMED	Pharma/Biol Product		7872211000001102	20060501	20991231	
37219233	Entire structure of nervous system of pelvis	Spec Anatomic Site	SNOMED	Body Structure	S	787222006	20190731	20991231	
4302900	Cannabinosis	Condition	SNOMED	Clinical Finding	S	78723001	20020131	20991231	
44807429	Temporal neuroretinal rim width of right eye	Observation	SNOMED	Observable Entity	S	787231000000101	20111003	20991231	
46094905	Bifidobacterium and Lactobacillus tablets 60 tablet	Drug	SNOMED	Pharma/Biol Product		7872311000001105	20060501	20991231	
4302901	Canine adenovirus 1	Observation	SNOMED	Organism	S	78724007	20020131	20991231	
44807430	Abstinent from drug misuse	Condition	SNOMED	Clinical Finding		787241000000105	20111003	20151001	U
45997962	HealthAid Mega Potency Acidophilus tablets (HealthAid Ltd)	Drug	SNOMED	Pharma/Biol Product		7872411000001103	20060501	20991231	
40630917	Segmental lobectomy	Procedure	SNOMED	Procedure		78725008	19700101	20220127	U
44807431	Environmental risk assessment	Procedure	SNOMED	Procedure	S	787251000000108	20111003	20991231	
46132048	HealthAid Mega Potency Acidophilus tablets (HealthAid Ltd) 60 tablet	Drug	SNOMED	Pharma/Biol Product		7872511000001104	20060501	20991231	
4303215	Artedius meanyi	Observation	SNOMED	Organism	S	78726009	20020131	20991231	
44807432	Holistic needs assessment	Procedure	SNOMED	Procedure	S	787261000000106	20111003	20991231	
45997963	HealthAid Shark Cartilage 750mg capsules (HealthAid Ltd)	Drug	SNOMED	Pharma/Biol Product		7872611000001100	20060501	20991231	
4302006	Entire orifice of duct of anterior lingual gland	Spec Anatomic Site	SNOMED	Body Structure	S	78727000	20020131	20991231	
44814120	Perioperative care management	Procedure	SNOMED	Procedure		787271000000104	20111003	20180401	U
45997964	HealthAid Mega St. John's wort 1200microgram tablets (Pharmadass Ltd)	Drug	SNOMED	Pharma/Biol Product		7872711000001109	20060501	20991231	
4302007	Gastrothoracopagus	Condition	SNOMED	Clinical Finding	S	78728005	20020131	20991231	
44807433	Provision of copy of discharge letter to patient	Observation	SNOMED	Procedure	S	787281000000102	20111003	20991231	
46132049	HealthAid Shark Cartilage 750mg capsules (HealthAid Ltd) 50 capsule	Drug	SNOMED	Pharma/Biol Product		7872811000001101	20060501	20991231	
4303216	Diagnostic radiologist	Provider	SNOMED	Social Context		78729002	20020131	20991231	
44814121	Provision of personal protective equipment	Procedure	SNOMED	Procedure		787291000000100	20111003	20180401	U
46132050	HealthAid Mega St. John's wort 1200microgram tablets (Pharmadass Ltd) 30 tablet	Drug	SNOMED	Pharma/Biol Product		7872911000001106	20060501	20991231	
4301380	Iridium-189	Observation	SNOMED	Substance	S	78730007	20020131	20991231	
4302008	Other carpenter, joiner and parquetry worker	Observation	SNOMED	Social Context		7873009	20020131	20200731	D
44807434	Surgery care management	Procedure	SNOMED	Procedure	S	787301000000101	20111003	20991231	
3585522	Rubavax vaccine injection (pdr)+diluent+syringe	Observation	SNOMED	Context-dependent		787301000001102	20040131	20040731	D
46132051	HealthAid Shark Cartilage 750mg capsules (HealthAid Ltd) 120 capsule	Drug	SNOMED	Pharma/Biol Product		7873011000001103	20060501	20991231	
3522826	FH: Myocardial infarct in 1st degree female relative <65 yrs	Observation	SNOMED	Undefined		78731000000103	19700101	20040131	U
436287	Poisoning by vitamin K	Condition	SNOMED	Clinical Finding	S	78731006	20020131	20991231	
44807435	Provision of toileting aid	Procedure	SNOMED	Procedure		787311000000104	20111003	20180401	U
45977107	GlucoMen Sensor testing strips (A. Menarini Diagnostics Ltd)	Device	SNOMED	Physical Object	S	787311000001100	20060501	20991231	
46094904	St. John's wort tablets 120 tablet	Drug	SNOMED	Pharma/Biol Product		7873111000001102	20060501	20991231	
4301381	Diagnostic procedure on skin	Procedure	SNOMED	Procedure	S	78732004	20020131	20991231	
3585523	Provision of toileting aid	Observation	SNOMED	Undefined		787321000000105	19700101	20111003	D
45997965	HealthAid St. John's wort tablets (HealthAid Ltd)	Drug	SNOMED	Pharma/Biol Product		7873211000001108	20060501	20991231	
4301382	Treponema saccharophilum	Observation	SNOMED	Organism	S	78733009	20020131	20991231	
44807436	Venous thromboembolism prevention management	Procedure	SNOMED	Procedure	S	787331000000107	20111003	20991231	
46132052	HealthAid St. John's wort tablets (HealthAid Ltd) 30 tablet	Drug	SNOMED	Pharma/Biol Product		7873311000001100	20060501	20991231	
4303217	Strongylus tremleti	Observation	SNOMED	Organism	S	78734003	20020131	20991231	
44807437	Provision of specialist static seating	Procedure	SNOMED	Procedure		787341000000103	20111003	20180401	U
46132053	HealthAid St. John's wort tablets (HealthAid Ltd) 60 tablet	Drug	SNOMED	Pharma/Biol Product		7873411000001107	20060501	20991231	
4302009	Gobiesox rhessodon	Observation	SNOMED	Organism	S	78735002	20020131	20991231	
3544490	Provision of specialist static seating	Observation	SNOMED	Undefined		787351000000100	19700101	20111003	U
46132054	HealthAid St. John's wort tablets (HealthAid Ltd) 120 tablet	Drug	SNOMED	Pharma/Biol Product		7873511000001106	20060501	20991231	
37204045	Cytochrome P450 family 2 subfamily C member 19 high intermediate metabolizer	Condition	SNOMED	Clinical Finding	S	787358002	20190731	20991231	
37204046	Romosozumab	Drug	SNOMED	Substance		787359005	20190731	20991231	
37204047	Cytochrome P450 family 2 subfamily C member 19 low normal metabolizer	Condition	SNOMED	Clinical Finding	S	787360000	20190731	20991231	
4302902	Alpha-2 hS glycoprotein	Observation	SNOMED	Substance	S	78736001	20020131	20991231	
44807438	Provision of night time positioning aid	Procedure	SNOMED	Procedure		787361000000102	20111003	20180401	U
37204048	Sclerostin inhibitor	Observation	SNOMED	Disposition	S	787361001	20190731	20991231	
45997966	Tesco St. John's wort 170mg tablets (Tesco Plc)	Drug	SNOMED	Pharma/Biol Product		7873611000001105	20060501	20991231	
37204049	Sclerostin inhibitor	Drug	SNOMED	Substance		787362008	20190731	20991231	
37204050	Cytochrome P450 family 1 subfamily A member 2 poor metabolizer	Condition	SNOMED	Clinical Finding	S	787363003	20190731	20991231	
37204051	Cytochrome P450 family 1 subfamily A member 2 intermediate metabolizer	Condition	SNOMED	Clinical Finding	S	787364009	20190731	20991231	
37204052	Cytochrome P450 family 1 subfamily A member 2 high intermediate metabolizer	Condition	SNOMED	Clinical Finding	S	787365005	20190731	20991231	
37204053	Cytochrome P450 family 1 subfamily A member 2 low normal metabolizer	Condition	SNOMED	Clinical Finding	S	787366006	20190731	20991231	
37204054	Cytochrome P450 family 1 subfamily A member 2 rapid metabolizer	Condition	SNOMED	Clinical Finding	S	787367002	20190731	20991231	
37204055	Cytochrome P450 family 1 subfamily A member 2 normal metabolizer	Condition	SNOMED	Clinical Finding	S	787368007	20190731	20991231	
37204056	Cytochrome P450 family 1 subfamily A member 2 ultra-rapid metabolizer	Condition	SNOMED	Clinical Finding	S	787369004	20190731	20991231	
37204057	Cytopathology procedure, imprint preparation	Procedure	SNOMED	Procedure	S	787370003	20190731	20991231	
4301383	Frontal sinusitis	Condition	SNOMED	Clinical Finding	S	78737005	20020131	20991231	
3544491	Provision of night time positioning aid	Observation	SNOMED	Undefined		787371000000109	19700101	20111003	U
37206845	Recasting of specimen in block	Procedure	SNOMED	Procedure	S	787371004	20190731	20991231	
46132055	Tesco St. John's wort 170mg tablets (Tesco Plc) 60 tablet	Drug	SNOMED	Pharma/Biol Product		7873711000001101	20060501	20991231	
37206846	Preparation of large slide from specimen	Procedure	SNOMED	Procedure	S	787372006	20190731	20991231	
37206847	Preparation of slide from specimen	Procedure	SNOMED	Procedure	S	787373001	20190731	20991231	
37206848	Preparation of plastic embedded tissue specimen	Procedure	SNOMED	Procedure	S	787374007	20190731	20991231	
37206849	Preparation of large size formalin fixed paraffin embedded tissue specimen	Procedure	SNOMED	Procedure	S	787375008	20190731	20991231	
37206850	Preparation of formalin fixed paraffin embedded tissue specimen	Procedure	SNOMED	Procedure	S	787376009	20190731	20991231	
37206851	Gross examination and sampling of tissue specimen	Procedure	SNOMED	Procedure	S	787377000	20190731	20991231	
37204058	Fixation of specimen	Procedure	SNOMED	Procedure	S	787378005	20190731	20991231	
37206852	Handling of oriented specimen	Procedure	SNOMED	Procedure	S	787379002	20190731	20991231	
