concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
36708903	Juzo Dynamic class 3 (34-46mmHg) thigh length closed toe with silicone top band lymphoedema garment wide short size IV Poppy seed (Juzo UK Ltd) 2 device	Device	SNOMED	Physical Object	S	33140011000001108	20170104	20991231	
40533788	Zinc+castor oil ointment BP	Drug	SNOMED	Pharma/Biol Product		331401000	20020131	20220127	U
3527519	Literature review	Type Concept	SNOMED	Admin Concept		331401000000109	20080401	20160401	U
3579676	Sulpitil 200mg tablet	Observation	SNOMED	Context-dependent		331401000001108	20040131	20040731	D
35616213	Novartis Ophthalmics	Observation	SNOMED	Qualifier Value	S	3314011000001101	20091001	20991231	
36704518	Juzo Dynamic class 3 (34-46mmHg) thigh length closed toe with silicone top band lymphoedema garment wide short size V Blueberry (Juzo UK Ltd)	Device	SNOMED	Physical Object	S	33140111000001109	20170104	20991231	
36704519	Juzo Dynamic class 1 (18-21mmHg) below knee open toe lymphoedema garment extra short size I Blueberry (Juzo UK Ltd)	Device	SNOMED	Physical Object	S	33140211000001103	20170104	20991231	
36708904	Juzo Dynamic class 3 (34-46mmHg) thigh length closed toe with silicone top band lymphoedema garment wide short size V Blueberry (Juzo UK Ltd) 2 device	Device	SNOMED	Physical Object	S	33140311000001106	20170104	20991231	
36708905	Juzo Dynamic class 1 (18-21mmHg) below knee open toe lymphoedema garment extra short size I Blueberry (Juzo UK Ltd) 2 device	Device	SNOMED	Physical Object	S	33140411000001104	20170104	20991231	
36704520	Juzo Dynamic class 1 (18-21mmHg) below knee open toe lymphoedema garment extra short size I Poppy seed (Juzo UK Ltd)	Device	SNOMED	Physical Object	S	33140511000001100	20170104	20991231	
36704521	Juzo Dynamic class 3 (34-46mmHg) thigh length closed toe with silicone top band lymphoedema garment wide short size V Poppy seed (Juzo UK Ltd)	Device	SNOMED	Physical Object	S	33140611000001101	20170104	20991231	
36708906	Juzo Dynamic class 1 (18-21mmHg) below knee open toe lymphoedema garment extra short size I Poppy seed (Juzo UK Ltd) 2 device	Device	SNOMED	Physical Object	S	33140711000001105	20170104	20991231	
4211424	Entire tendinous arch	Spec Anatomic Site	SNOMED	Body Structure	S	331408006	20020131	20991231	
36708907	Juzo Dynamic class 3 (34-46mmHg) thigh length closed toe with silicone top band lymphoedema garment wide short size V Poppy seed (Juzo UK Ltd) 2 device	Device	SNOMED	Physical Object	S	33140811000001102	20170104	20991231	
36704522	Juzo Dynamic class 3 (34-46mmHg) thigh length closed toe with silicone top band lymphoedema garment wide short size VI Blueberry (Juzo UK Ltd)	Device	SNOMED	Physical Object	S	33140911000001107	20170104	20991231	
3572557	"Clinic ""B"" monitoring admin."	Observation	SNOMED	Undefined		33141000000100	19700101	20040131	U
434771	Open fracture of upper end of forearm	Condition	SNOMED	Clinical Finding	S	33141009	20020131	20991231	
3562083	Dianeal PD4 2.27% glucose Twinbag spike peritoneal dialysis solution	Device	SNOMED	Context-dependent		3314101000001102	20040131	20040731	D
36704523	Juzo Dynamic class 1 (18-21mmHg) below knee open toe lymphoedema garment extra short size II Blueberry (Juzo UK Ltd)	Device	SNOMED	Physical Object	S	33141011000001104	20170104	20991231	
3566463	Local authority	Type Concept	SNOMED	Admin Concept		331411000000106	20080401	20160401	U
45976830	Cefalexin 500mg tablets (Kent Pharma (UK) Ltd)	Drug	SNOMED	Pharma/Biol Product		331411000001105	20060501	20991231	
45757022	dual dose sachet	Observation	SNOMED	Qualifier Value		3314111000001100	19700101	20091001	U
36708908	Juzo Dynamic class 3 (34-46mmHg) thigh length closed toe with silicone top band lymphoedema garment wide short size VI Blueberry (Juzo UK Ltd) 2 device	Device	SNOMED	Physical Object	S	33141111000001103	20170104	20991231	
