concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
3022417	Norepinephrine [Mass/volume] in Plasma	Measurement	LOINC	Lab Test	S	2666-6	19700101	20991231	
3006946	Chlamydia trachomatis H Ab [Presence] in Serum	Measurement	LOINC	Lab Test	S	26666-8	20001016	20991231	
3006626	Chlamydia trachomatis I Ab [Presence] in Serum	Measurement	LOINC	Lab Test	S	26667-6	20001016	20991231	
3027722	Chlamydia trachomatis L1 Ab [Presence] in Serum	Measurement	LOINC	Lab Test	S	26668-4	20001016	20991231	
3024211	Absidia corymbifera Ab [Presence] in Serum	Measurement	LOINC	Lab Test	S	26669-2	20001016	20991231	
3005152	Gentamicin [Susceptibility] by Minimum lethal concentration (MLC)	Measurement	LOINC	Lab Test	S	266-7	19700101	20991231	
3018454	Rhizomucor pusillus Ab [Presence] in Serum	Measurement	LOINC	Lab Test	S	26670-0	20001016	20991231	
3004818	Ascaris sp Ab [Presence] in Serum	Measurement	LOINC	Lab Test	S	26671-8	20001016	20991231	
3007920	Ross River virus Ab [Presence] in Serum	Measurement	LOINC	Lab Test	S	26672-6	20001016	20991231	
3006824	Echinococcus granulosus Ab [Presence] in Serum	Measurement	LOINC	Lab Test	S	26673-4	20001016	20991231	
3013062	Norepinephrine [Mass/volume] in Urine	Measurement	LOINC	Lab Test	S	2667-4	19700101	20991231	
3025528	Legionella longbeachae 1 Ab [Presence] in Serum	Measurement	LOINC	Lab Test	S	26674-2	20001016	20991231	
3024874	Legionella longbeachae 2 Ab [Presence] in Serum	Measurement	LOINC	Lab Test	S	26675-9	20001016	20991231	
3025110	Bartonella henselae Ab [Presence] in Serum	Measurement	LOINC	Lab Test	S	26676-7	19700101	20991231	
3026244	Bartonella quintana Ab [Presence] in Serum	Measurement	LOINC	Lab Test	S	26677-5	19700101	20991231	
3012771	Bartonella elizabethae Ab [Presence] in Serum	Measurement	LOINC	Lab Test	S	26678-3	19700101	20991231	
3027066	Secobarbital [Mass/volume] in Vitreous fluid	Measurement	LOINC	Lab Test	S	26679-1	19700101	20991231	
3022367	Aspartate [Moles/volume] in Urine	Measurement	LOINC	Lab Test	S	26680-9	19700101	20991231	
3025464	Deprecated Streptococcus pneumoniae 23 Ab [Mass/volume] in Serum	Measurement	LOINC	Lab Test		26681-7	20170622	20170623	U
3011657	Norepinephrine [Mass/time] in 24 hour Urine	Measurement	LOINC	Lab Test	S	2668-2	19700101	20991231	
3026309	Glycolate [Presence] in Urine	Measurement	LOINC	Lab Test	S	26682-5	19700101	20991231	
3026851	Estazolam [Mass/volume] in Vitreous fluid	Measurement	LOINC	Lab Test	S	26683-3	19700101	20991231	
3013437	Mycoplasma pneumoniae IgA Ab [Presence] in Serum by Immunoassay	Measurement	LOINC	Lab Test	S	26684-1	20001018	20991231	
