concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
42618119	Disorder of muscle, unspecified, other	Condition	ICD10	ICD10 code		M62.98	20161201	20991231	
42618120	Disorder of muscle, unspecified, site unspecified	Condition	ICD10	ICD10 code		M62.99	20161201	20991231	
45755475	Disorders of muscle in diseases classified elsewhere	Condition	ICD10	ICD10 Hierarchy		M63	19900501	20991231	
45577316	Myositis in bacterial diseases classified elsewhere	Condition	ICD10	ICD10 code		M63.0	19900501	20991231	
45557930	Myositis in protozoal and parasitic infections classified elsewhere	Condition	ICD10	ICD10 code		M63.1	19900501	20991231	
45755476	Myositis in other infectious diseases classified elsewhere	Condition	ICD10	ICD10 code		M63.2	19900501	20991231	
45606277	Myositis in sarcoidosis	Condition	ICD10	ICD10 code		M63.3	19900501	20991231	
45538820	Other disorders of muscle in diseases classified elsewhere	Condition	ICD10	ICD10 code		M63.8	19900501	20991231	
45533890	Synovitis and tenosynovitis	Condition	ICD10	ICD10 Hierarchy		M65	19900501	20991231	
45548469	Abscess of tendon sheath	Condition	ICD10	ICD10 code		M65.0	19900501	20991231	
42618121	Abscess of tendon sheath, multiple sites	Condition	ICD10	ICD10 code		M65.00	20161201	20991231	
42618122	Abscess of tendon sheath, shoulder region	Condition	ICD10	ICD10 code		M65.01	20161201	20991231	
42618123	Abscess of tendon sheath, upper arm	Condition	ICD10	ICD10 code		M65.02	20161201	20991231	
42618124	Abscess of tendon sheath, forearm	Condition	ICD10	ICD10 code		M65.03	20161201	20991231	
42618125	Abscess of tendon sheath, hand	Condition	ICD10	ICD10 code		M65.04	20161201	20991231	
42618126	Abscess of tendon sheath, pelvic region and thigh	Condition	ICD10	ICD10 code		M65.05	20161201	20991231	
42618127	Abscess of tendon sheath, lower leg	Condition	ICD10	ICD10 code		M65.06	20161201	20991231	
42618128	Abscess of tendon sheath, ankle and foot	Condition	ICD10	ICD10 code		M65.07	20161201	20991231	
42618129	Abscess of tendon sheath, other	Condition	ICD10	ICD10 code		M65.08	20161201	20991231	
42618130	Abscess of tendon sheath, site unspecified	Condition	ICD10	ICD10 code		M65.09	20161201	20991231	
