concept_id_1	concept_id_2	relationship_id	valid_start_date	valid_end_date	invalid_reason
40642538	4139729	Status of	20220128	20991231	
40642539	4139729	Module of	20220128	20991231	
40642538	3605847	Status of	20220128	20991231	
35631990	3605847	Module of	20220128	20991231	
40642538	46282963	Status of	20220128	20991231	
35631990	46282963	Module of	20220128	20991231	
40642538	4139730	Status of	20220128	20991231	
40642539	4139730	Module of	20220128	20991231	
40642538	46282964	Status of	20220128	20991231	
35631990	46282964	Module of	20220128	20991231	
40642538	46279766	Status of	20220128	20991231	
35631990	46279766	Module of	20220128	20991231	
40642538	4125687	Status of	20220128	20991231	
40642539	4125687	Module of	20220128	20991231	
40642538	4125688	Status of	20220128	20991231	
40642539	4125688	Module of	20220128	20991231	
40642538	46279768	Status of	20220128	20991231	
35631990	46279768	Module of	20220128	20991231	
40642538	4139731	Status of	20220128	20991231	
40642539	4139731	Module of	20220128	20991231	
40642538	4140773	Status of	20220128	20991231	
40642539	4140773	Module of	20220128	20991231	
40642538	4139733	Status of	20220128	20991231	
40642539	4139733	Module of	20220128	20991231	
40642538	46279770	Status of	20220128	20991231	
35631990	46279770	Module of	20220128	20991231	
764868	762250	Module of	20220128	20991231	
40642537	762250	Status of	20220128	20991231	
40642538	3605848	Status of	20220128	20991231	
35631990	3605848	Module of	20220128	20991231	
40642538	46279771	Status of	20220128	20991231	
35631990	46279771	Module of	20220128	20991231	
40642538	46101150	Status of	20220128	20991231	
35631990	46101150	Module of	20220128	20991231	
40642538	46282968	Status of	20220128	20991231	
35631990	46282968	Module of	20220128	20991231	
40642538	4139734	Status of	20220128	20991231	
40642539	4139734	Module of	20220128	20991231	
40642538	46282969	Status of	20220128	20991231	
35631990	46282969	Module of	20220128	20991231	
40642538	46282970	Status of	20220128	20991231	
35631990	46282970	Module of	20220128	20991231	
40642538	46279772	Status of	20220128	20991231	
35631990	46279772	Module of	20220128	20991231	
40642538	4140775	Status of	20220128	20991231	
40642539	4140775	Module of	20220128	20991231	
40642538	46279773	Status of	20220128	20991231	
35631990	46279773	Module of	20220128	20991231	
40642538	4139736	Status of	20220128	20991231	
40642539	4139736	Module of	20220128	20991231	
40642538	4136629	Status of	20220128	20991231	
40642539	4136629	Module of	20220128	20991231	
40642538	46282973	Status of	20220128	20991231	
35631990	46282973	Module of	20220128	20991231	
40642538	3550200	Status of	20220128	20991231	
40642537	4148451	Status of	20220128	20991231	
40642539	4148451	Module of	20220128	20991231	
40642538	46279775	Status of	20220128	20991231	
35631990	46279775	Module of	20220128	20991231	
40642538	45978633	Status of	20220128	20991231	
35631990	45978633	Module of	20220128	20991231	
764868	37207771	Module of	20220128	20991231	
40642537	37207771	Status of	20220128	20991231	
40642538	46101149	Status of	20220128	20991231	
35631990	46101149	Module of	20220128	20991231	
40642538	46282975	Status of	20220128	20991231	
35631990	46282975	Module of	20220128	20991231	
40642538	46279779	Status of	20220128	20991231	
35631990	46279779	Module of	20220128	20991231	
40642538	4125692	Status of	20220128	20991231	
40642539	4125692	Module of	20220128	20991231	
40642538	4148154	Status of	20220128	20991231	
40642539	4148154	Module of	20220128	20991231	
40642538	4136632	Status of	20220128	20991231	
40642539	4136632	Module of	20220128	20991231	
40642538	45982287	Status of	20220128	20991231	
35631990	45982287	Module of	20220128	20991231	
40642538	46282979	Status of	20220128	20991231	
35631990	46282979	Module of	20220128	20991231	
40642538	4140780	Status of	20220128	20991231	
40642539	4140780	Module of	20220128	20991231	
40642538	46282980	Status of	20220128	20991231	
35631990	46282980	Module of	20220128	20991231	
40642538	4139737	Status of	20220128	20991231	
40642539	4139737	Module of	20220128	20991231	
40642538	46279782	Status of	20220128	20991231	
35631990	46279782	Module of	20220128	20991231	
40642538	46282981	Status of	20220128	20991231	
35631990	46282981	Module of	20220128	20991231	
40642538	4136634	Status of	20220128	20991231	
40642539	4136634	Module of	20220128	20991231	
40642538	46279783	Status of	20220128	20991231	
35631990	46279783	Module of	20220128	20991231	
40642538	4140781	Status of	20220128	20991231	
40642539	4140781	Module of	20220128	20991231	
40642538	4125696	Status of	20220128	20991231	
40642539	4125696	Module of	20220128	20991231	
40642538	4136635	Status of	20220128	20991231	
40642539	4136635	Module of	20220128	20991231	
40642538	4148452	Status of	20220128	20991231	
40642539	4148452	Module of	20220128	20991231	
40642538	3605851	Status of	20220128	20991231	
35631990	3605851	Module of	20220128	20991231	
40642538	46279785	Status of	20220128	20991231	
35631990	46279785	Module of	20220128	20991231	
40642538	46279786	Status of	20220128	20991231	
35631990	46279786	Module of	20220128	20991231	
40642538	4136638	Status of	20220128	20991231	
40642539	4136638	Module of	20220128	20991231	
40642538	4139738	Status of	20220128	20991231	
40642539	4139738	Module of	20220128	20991231	
40642538	46282985	Status of	20220128	20991231	
35631990	46282985	Module of	20220128	20991231	
40642538	4139740	Status of	20220128	20991231	
40642539	4139740	Module of	20220128	20991231	
40642538	4136639	Status of	20220128	20991231	
40642539	4136639	Module of	20220128	20991231	
40642538	46282986	Status of	20220128	20991231	
35631990	46282986	Module of	20220128	20991231	
40642538	4125697	Status of	20220128	20991231	
40642539	4125697	Module of	20220128	20991231	
40642538	4125698	Status of	20220128	20991231	
40642539	4125698	Module of	20220128	20991231	
40642538	4140783	Status of	20220128	20991231	
40642539	4140783	Module of	20220128	20991231	
40642538	46114025	Status of	20220128	20991231	
35631990	46114025	Module of	20220128	20991231	
40642538	46279792	Status of	20220128	20991231	
35631990	46279792	Module of	20220128	20991231	
40642538	46279793	Status of	20220128	20991231	
35631990	46279793	Module of	20220128	20991231	
