concept_id_1	concept_id_2	relationship_id	valid_start_date	valid_end_date	invalid_reason
46053779	35626950	Has excipient	20180731	20991231	
46053779	35626973	VMP has prescr stat	20180731	20991231	
46053779	37207390	Has CD category	20190731	20991231	
46053779	37310855	Has AMP restr ind	20200309	20991231	
46053779	45961187	Is a	20150131	20991231	
46053782	4184496	Has spec active ing	20150131	20991231	
46053782	4301095	Has active ing	20180731	20991231	
46053782	4301095	Has spec active ing	20150131	20991231	
46053782	35607932	Has non-avail ind	20180731	20991231	
46053782	35608651	Is a	20180731	20991231	
46053782	35626950	Has excipient	20180731	20991231	
46053782	35626973	VMP has prescr stat	20180731	20991231	
46053782	37207390	Has CD category	20190731	20991231	
46053782	37310855	Has AMP restr ind	20200309	20991231	
46053782	45957096	Has spec active ing	20150131	20991231	
46053782	45961216	Is a	20150131	20991231	
46053782	46195959	AMP of	20150131	20991231	
46053783	4301207	Has active ing	20180731	20991231	
46053783	4301207	Has spec active ing	20150131	20991231	
46053783	35607932	Has non-avail ind	20180731	20991231	
46053783	35608651	Is a	20180731	20991231	
46053783	35626950	Has excipient	20180731	20991231	
46053783	35626973	VMP has prescr stat	20180731	20991231	
46053783	37310855	Has AMP restr ind	20200309	20991231	
46053783	46195961	AMP of	20150131	20991231	
46053783	46195962	AMP of	20150131	20991231	
46053785	4029842	Has spec active ing	20150131	20991231	
46053785	4132161	Has licensed route	20150131	20991231	
46053785	4157887	Is a	20150131	20991231	
46053785	4224241	Has dose form	20180731	20991231	
46053785	4294612	Has disp dose form	20150131	20991231	
46053785	35607932	Has non-avail ind	20180731	20991231	
46053785	35608651	Is a	20180731	20991231	
46053785	35626950	Has excipient	20180731	20991231	
46053785	35626973	VMP has prescr stat	20180731	20991231	
46053785	37207390	Has CD category	20190731	20991231	
46053785	37310858	Has AMP restr ind	20200309	20991231	
46053785	46195969	AMP of	20150131	20991231	
46053786	4301095	Has active ing	20180731	20991231	
46053786	4301095	Has spec active ing	20150131	20991231	
46053786	35607932	Has non-avail ind	20180731	20991231	
46053786	35608651	Is a	20180731	20991231	
46053786	35626950	Has excipient	20180731	20991231	
46053786	35626973	VMP has prescr stat	20180731	20991231	
46053786	37207390	Has CD category	20190731	20991231	
46053786	37310855	Has AMP restr ind	20200309	20991231	
46053786	45961212	Is a	20150131	20991231	
46053786	46195971	AMP of	20150131	20991231	
46053787	35607932	Has non-avail ind	20180731	20991231	
46053787	35608651	Is a	20180731	20991231	
46053787	35626950	Has excipient	20180731	20991231	
46053787	35626973	VMP has prescr stat	20180731	20991231	
46053787	37207390	Has CD category	20190731	20991231	
46053787	37310855	Has AMP restr ind	20200309	20991231	
46053787	45961213	Is a	20150131	20991231	
46053788	4029636	Has excipient	20150131	20991231	
46053788	4132161	Has licensed route	20150131	20991231	
46053788	4293448	Has disp dose form	20150131	20991231	
46053788	4299034	Has active ing	20180731	20991231	
46053788	4299034	Has spec active ing	20150131	20991231	
46053788	35608651	Is a	20180731	20991231	
46053788	35626973	VMP has prescr stat	20180731	20991231	
46053788	37207390	Has CD category	20190731	20991231	
46053788	37310858	Has AMP restr ind	20200309	20991231	
46053788	46195974	AMP of	20150131	20991231	
46053791	4132161	Has licensed route	20150131	20991231	
46053791	4224880	Has dose form	20180731	20991231	
46053791	4297957	Has disp dose form	20150131	20991231	
46053791	4299745	Has spec active ing	20150131	20991231	
46053791	35607932	Has non-avail ind	20180731	20991231	
46053791	35608651	Is a	20180731	20991231	
46053791	35626973	VMP has prescr stat	20180731	20991231	
46053791	37310858	Has AMP restr ind	20200309	20991231	
46053791	46195978	AMP of	20150131	20991231	
46053792	35607932	Has non-avail ind	20180731	20991231	
46053792	35608651	Is a	20180731	20991231	
46053792	35626950	Has excipient	20180731	20991231	
46053792	35626973	VMP has prescr stat	20180731	20991231	
46053792	37207390	Has CD category	20190731	20991231	
46053792	37310855	Has AMP restr ind	20200309	20991231	
46053792	45956920	Has spec active ing	20150131	20991231	
46053792	46195981	AMP of	20150131	20991231	
46053794	4213958	Has spec active ing	20150131	20991231	
46053794	35607932	Has non-avail ind	20180731	20991231	
46053794	35608651	Is a	20180731	20991231	
46053794	35626950	Has excipient	20180731	20991231	
46053794	35626973	VMP has prescr stat	20180731	20991231	
46053794	37207390	Has CD category	20190731	20991231	
46053794	37310855	Has AMP restr ind	20200309	20991231	
46053794	45956920	Has spec active ing	20150131	20991231	
46053794	46195983	AMP of	20150131	20991231	
46053795	4294612	Has disp dose form	20150131	20991231	
46053795	4294612	Has dose form	20180731	20991231	
46053795	35607932	Has non-avail ind	20180731	20991231	
46053795	35608651	Is a	20180731	20991231	
46053795	35626950	Has excipient	20180731	20991231	
46053795	35626973	VMP has prescr stat	20180731	20991231	
46053795	37207390	Has CD category	20190731	20991231	
46053795	45961209	Is a	20150131	20991231	
46053795	46195986	AMP of	20150131	20991231	
46053798	4224241	Has dose form	20180731	20991231	
46053798	4294612	Has disp dose form	20150131	20991231	
46053798	35607932	Has non-avail ind	20180731	20991231	
46053798	35608651	Is a	20180731	20991231	
46053798	35626950	Has excipient	20180731	20991231	
46053798	35626973	VMP has prescr stat	20180731	20991231	
46053798	37207390	Has CD category	20190731	20991231	
46053798	37310856	Has AMP restr ind	20200309	20991231	
46053798	45766430	Is a	20150131	20991231	
46053798	45773098	Has spec active ing	20190131	20991231	
46053803	35607932	Has non-avail ind	20180731	20991231	
46053803	35608651	Is a	20180731	20991231	
46053803	35626950	Has excipient	20180731	20991231	
46053803	35626975	VMP has prescr stat	20180731	20991231	
46053803	37207390	Has CD category	20190731	20991231	
46053803	37310858	Has AMP restr ind	20200309	20991231	
46053803	46195994	AMP of	20150131	20991231	
46053803	46196031	AMP of	20150131	20991231	
46053805	4171047	Has licensed route	20150131	20991231	
46053805	4294756	Has disp dose form	20150131	20991231	
46053805	4294756	Has dose form	20180731	20991231	
46053805	4303678	Has active ing	20180731	20991231	
46053805	4303678	Has spec active ing	20150131	20991231	
46053805	35607932	Has non-avail ind	20180731	20991231	
46053805	35608651	Is a	20180731	20991231	
46053805	35626950	Has excipient	20180731	20991231	
46053805	35626973	VMP has prescr stat	20180731	20991231	
46053805	37207390	Has CD category	20190731	20991231	
46053805	37310857	Has AMP restr ind	20200309	20991231	
46053806	4132161	Has licensed route	20150131	20991231	
46053806	4294612	Has disp dose form	20150131	20991231	
46053806	4294612	Has dose form	20180731	20991231	
46053806	4306727	Has active ing	20180731	20991231	
46053806	4306727	Has spec active ing	20150131	20991231	
46053806	35607932	Has non-avail ind	20180731	20991231	
46053806	35608651	Is a	20180731	20991231	
46053806	35626950	Has excipient	20180731	20991231	
46053806	35626973	VMP has prescr stat	20180731	20991231	
46053806	37207390	Has CD category	20190731	20991231	
46053806	37310857	Has AMP restr ind	20200309	20991231	
46053807	4210649	Is a	20150131	20991231	
46053807	4224880	Has dose form	20180731	20991231	
46053807	4297957	Has disp dose form	20150131	20991231	
46053807	35607932	Has non-avail ind	20180731	20991231	
46053807	35608651	Is a	20180731	20991231	
46053807	35626950	Has excipient	20180731	20991231	
46053807	35626973	VMP has prescr stat	20180731	20991231	
46053807	37207390	Has CD category	20190731	20991231	
46053807	37310856	Has AMP restr ind	20200309	20991231	
46053807	46196000	AMP of	20150131	20991231	
46053808	4141726	Has spec active ing	20150131	20991231	
46053808	4171047	Has licensed route	20150131	20991231	
46053808	4186990	Has basis str subst	20150131	20991231	
46053808	4207725	Is a	20150131	20991231	
46053808	4302612	Has licensed route	20150131	20991231	
46053808	35607932	Has non-avail ind	20180731	20991231	
46053808	35608651	Is a	20180731	20991231	
46053808	35626950	Has excipient	20180731	20991231	
46053808	35626973	VMP has prescr stat	20180731	20991231	
46053808	37207390	Has CD category	20190731	20991231	
46053808	37212678	AMP of	20190731	20991231	
46053808	37310856	Has AMP restr ind	20200309	20991231	
46053808	37310858	Has AMP restr ind	20200309	20991231	
46053809	4050393	Has spec active ing	20150131	20991231	
46053809	4292110	Has licensed route	20150131	20991231	
46053809	4298913	Has basis str subst	20150131	20991231	
46053809	35607932	Has non-avail ind	20180731	20991231	
46053809	35608651	Is a	20180731	20991231	
46053809	35626973	VMP has prescr stat	20180731	20991231	
46053809	37207387	Has CD category	20190731	20991231	
46053809	37309772	Has free indicator	20200309	20991231	
46053809	37310858	Has AMP restr ind	20200309	20991231	
46053809	45956927	Has excipient	20150131	20991231	
46053809	46196002	AMP of	20150131	20991231	
46053813	4050393	Has spec active ing	20150131	20991231	
46053813	4157737	Is a	20150131	20991231	
46053813	4292110	Has licensed route	20150131	20991231	
46053813	4298913	Has basis str subst	20150131	20991231	
46053813	35607932	Has non-avail ind	20180731	20991231	
46053813	35608651	Is a	20180731	20991231	
46053813	35626973	VMP has prescr stat	20180731	20991231	
46053813	37207387	Has CD category	20190731	20991231	
46053813	37309772	Has free indicator	20200309	20991231	
46053813	37310858	Has AMP restr ind	20200309	20991231	
46053813	45956927	Has excipient	20150131	20991231	
46053814	4293928	Has disp dose form	20150131	20991231	
46053814	4293928	Has dose form	20180731	20991231	
46053814	35607932	Has non-avail ind	20180731	20991231	
46053814	35608651	Is a	20180731	20991231	
46053814	35626950	Has excipient	20180731	20991231	
46053814	35626973	VMP has prescr stat	20180731	20991231	
46053814	37207390	Has CD category	20190731	20991231	
46053814	37310855	Has AMP restr ind	20200309	20991231	
46053818	4132161	Has licensed route	20150131	20991231	
46053818	4224241	Has dose form	20180731	20991231	
46053818	4294612	Has disp dose form	20150131	20991231	
46053818	35607932	Has non-avail ind	20180731	20991231	
46053818	35608651	Is a	20180731	20991231	
46053818	35626950	Has excipient	20180731	20991231	
46053818	35626973	VMP has prescr stat	20180731	20991231	
46053818	37207390	Has CD category	20190731	20991231	
46053818	37310856	Has AMP restr ind	20200309	20991231	
46053818	46196016	AMP of	20150131	20991231	
46053819	4132161	Has licensed route	20150131	20991231	
46053819	4157725	Is a	20150131	20991231	
46053819	4224241	Has dose form	20180731	20991231	
46053819	4294612	Has disp dose form	20150131	20991231	
46053819	35607932	Has non-avail ind	20180731	20991231	
46053819	35608651	Is a	20180731	20991231	
46053819	35626950	Has excipient	20180731	20991231	
46053819	35626973	VMP has prescr stat	20180731	20991231	
46053819	37207390	Has CD category	20190731	20991231	
46053819	37310856	Has AMP restr ind	20200309	20991231	
46053823	4132161	Has licensed route	20150131	20991231	
46053823	4224241	Has dose form	20180731	20991231	
46053823	4294612	Has disp dose form	20150131	20991231	
46053823	35607932	Has non-avail ind	20180731	20991231	
46053823	35608651	Is a	20180731	20991231	
46053823	35626950	Has excipient	20180731	20991231	
46053823	35626973	VMP has prescr stat	20180731	20991231	
46053823	37207390	Has CD category	20190731	20991231	
46053823	37310856	Has AMP restr ind	20200309	20991231	
46053825	4132161	Has licensed route	20150131	20991231	
46053825	4224241	Has dose form	20180731	20991231	
46053825	35607932	Has non-avail ind	20180731	20991231	
46053825	35608651	Is a	20180731	20991231	
46053825	35626950	Has excipient	20180731	20991231	
46053825	35626973	VMP has prescr stat	20180731	20991231	
