concept_id_1	concept_id_2	relationship_id	valid_start_date	valid_end_date	invalid_reason
41988123	41988123	Mapped from	20190221	20991231	
41988123	41988123	Maps to	20190221	20991231	
41988124	41988124	Mapped from	20190221	20991231	
41988124	41988124	Maps to	20190221	20991231	
41988126	41960320	Is a	19700101	20991231	
41988126	41988126	Mapped from	20190221	20991231	
41988126	41988126	Maps to	20190221	20991231	
41988127	41960320	Is a	19700101	20991231	
41988127	41988127	Mapped from	20190221	20991231	
41988127	41988127	Maps to	20190221	20991231	
41988128	41982412	Is a	19700101	20991231	
41988128	41988128	Mapped from	20190221	20991231	
41988128	41988128	Maps to	20190221	20991231	
41988132	41988132	Mapped from	20190221	20991231	
41988132	41988132	Maps to	20190221	20991231	
41988135	41980195	Is a	19700101	20991231	
41988135	41988135	Mapped from	20190221	20991231	
41988135	41988135	Maps to	20190221	20991231	
41988136	41974001	Is a	19700101	20991231	
41988136	41988136	Mapped from	20190221	20991231	
41988136	41988136	Maps to	20190221	20991231	
41988138	41972932	Is a	19700101	20991231	
41988138	41988138	Mapped from	20190221	20991231	
41988138	41988138	Maps to	20190221	20991231	
41988139	41988139	Mapped from	20190221	20991231	
41988139	41988139	Maps to	20190221	20991231	
41988141	41988141	Mapped from	20190221	20991231	
41988141	41988141	Maps to	20190221	20991231	
41988142	41988142	Mapped from	20190221	20991231	
41988142	41988142	Maps to	20190221	20991231	
41988143	41988143	Mapped from	20190221	20991231	
41988143	41988143	Maps to	20190221	20991231	
41988143	41989257	Is a	19700101	20991231	
41988144	41983009	Is a	19700101	20991231	
41988144	41988144	Mapped from	20190221	20991231	
41988144	41988144	Maps to	20190221	20991231	
41988145	41988145	Mapped from	20190221	20991231	
41988145	41988145	Maps to	20190221	20991231	
41988146	41988146	Mapped from	20190221	20991231	
41988146	41988146	Maps to	20190221	20991231	
41988147	41988147	Mapped from	20190221	20991231	
41988147	41988147	Maps to	20190221	20991231	
41988156	41974046	Is a	19700101	20991231	
41988156	41988156	Mapped from	20190221	20991231	
41988156	41988156	Maps to	20190221	20991231	
41988157	41977671	Is a	19700101	20991231	
41988157	41988157	Mapped from	20190221	20991231	
41988157	41988157	Maps to	20190221	20991231	
41988157	41990930	Subsumes	19700101	20991231	
41988157	41993055	Subsumes	19700101	20991231	
41988159	41982502	Is a	19700101	20991231	
41988159	41988159	Mapped from	20190221	20991231	
41988159	41988159	Maps to	20190221	20991231	
41988164	41975304	Is a	19700101	20991231	
41988164	41988164	Mapped from	20190221	20991231	
41988164	41988164	Maps to	20190221	20991231	
41988165	41982907	Is a	19700101	20991231	
41988165	41988165	Mapped from	20190221	20991231	
41988165	41988165	Maps to	20190221	20991231	
41988166	41988166	Mapped from	20190221	20991231	
41988166	41988166	Maps to	20190221	20991231	
41988167	41980865	Is a	19700101	20991231	
41988167	41988167	Mapped from	20190221	20991231	
41988167	41988167	Maps to	20190221	20991231	
41988168	41974120	Is a	19700101	20991231	
41988168	41988168	Mapped from	20190221	20991231	
41988168	41988168	Maps to	20190221	20991231	
41988169	41974239	Is a	19700101	20991231	
41988169	41988169	Mapped from	20190221	20991231	
41988169	41988169	Maps to	20190221	20991231	
41988171	41988171	Mapped from	20190221	20991231	
41988171	41988171	Maps to	20190221	20991231	
41988172	41988172	Mapped from	20190221	20991231	
41988172	41988172	Maps to	20190221	20991231	
41988173	41981076	Is a	19700101	20991231	
41988173	41988173	Mapped from	20190221	20991231	
41988173	41988173	Maps to	20190221	20991231	
41988176	41988176	Mapped from	20190221	20991231	
41988176	41988176	Maps to	20190221	20991231	
41988180	41976119	Is a	19700101	20991231	
41988180	41988180	Mapped from	20190221	20991231	
41988180	41988180	Maps to	20190221	20991231	
41988187	41977491	Is a	19700101	20991231	
41988187	41988187	Mapped from	20190221	20991231	
41988187	41988187	Maps to	20190221	20991231	
41988188	41988188	Mapped from	20190221	20991231	
41988188	41988188	Maps to	20190221	20991231	
41988195	41988195	Mapped from	20190221	20991231	
41988195	41988195	Maps to	20190221	20991231	
41988196	41988196	Mapped from	20190221	20991231	
41988196	41988196	Maps to	20190221	20991231	
41988197	41988197	Mapped from	20190221	20991231	
41988197	41988197	Maps to	20190221	20991231	
41988199	41975832	Is a	19700101	20991231	
41988199	41988199	Mapped from	20190221	20991231	
41988199	41988199	Maps to	20190221	20991231	
41988200	41988200	Mapped from	20190221	20991231	
41988200	41988200	Maps to	20190221	20991231	
41988201	41961070	Is a	19700101	20991231	
41988201	41988201	Mapped from	20190221	20991231	
41988201	41988201	Maps to	20190221	20991231	
41988202	41976492	Is a	19700101	20991231	
41988202	41988202	Mapped from	20190221	20991231	
41988202	41988202	Maps to	20190221	20991231	
41988204	41960554	Is a	19700101	20991231	
41988204	41988204	Mapped from	20190221	20991231	
41988204	41988204	Maps to	20190221	20991231	
41988206	41988206	Mapped from	20190221	20991231	
41988206	41988206	Maps to	20190221	20991231	
41988207	41988207	Mapped from	20190221	20991231	
41988207	41988207	Maps to	20190221	20991231	
41988211	41988211	Mapped from	20190221	20991231	
41988211	41988211	Maps to	20190221	20991231	
41988212	41988212	Mapped from	20190221	20991231	
41988212	41988212	Maps to	20190221	20991231	
41988213	41988213	Mapped from	20190221	20991231	
41988213	41988213	Maps to	20190221	20991231	
41988213	41993909	Is a	19700101	20991231	
41988214	41974465	Is a	19700101	20991231	
41988214	41988214	Mapped from	20190221	20991231	
41988214	41988214	Maps to	20190221	20991231	
41988215	41979148	Is a	19700101	20991231	
41988215	41988215	Mapped from	20190221	20991231	
41988215	41988215	Maps to	20190221	20991231	
41988216	41988216	Mapped from	20190221	20991231	
41988216	41988216	Maps to	20190221	20991231	
41988217	41981223	Is a	19700101	20991231	
41988217	41988217	Mapped from	20190221	20991231	
41988217	41988217	Maps to	20190221	20991231	
41988219	41972564	Is a	19700101	20991231	
41988219	41988219	Mapped from	20190221	20991231	
41988219	41988219	Maps to	20190221	20991231	
41988221	41977663	Is a	19700101	20991231	
41988221	41988221	Mapped from	20190221	20991231	
41988221	41988221	Maps to	20190221	20991231	
41988222	41988222	Mapped from	20190221	20991231	
41988222	41988222	Maps to	20190221	20991231	
41988223	41981487	Is a	19700101	20991231	
41988223	41988223	Mapped from	20190221	20991231	
41988223	41988223	Maps to	20190221	20991231	
41988225	41988225	Mapped from	20190221	20991231	
41988225	41988225	Maps to	20190221	20991231	
41988230	41975889	Is a	19700101	20991231	
41988230	41988230	Mapped from	20190221	20991231	
41988230	41988230	Maps to	20190221	20991231	
41988231	41988231	Mapped from	20190221	20991231	
41988231	41988231	Maps to	20190221	20991231	
41988232	41981495	Is a	19700101	20991231	
41988232	41988232	Mapped from	20190221	20991231	
41988232	41988232	Maps to	20190221	20991231	
41988233	41974001	Is a	19700101	20991231	
41988233	41988233	Mapped from	20190221	20991231	
41988233	41988233	Maps to	20190221	20991231	
41988234	41988234	Mapped from	20190221	20991231	
41988234	41988234	Maps to	20190221	20991231	
41988236	41988236	Mapped from	20190221	20991231	
41988236	41988236	Maps to	20190221	20991231	
41988236	41989370	Subsumes	19700101	20991231	
41988236	41989619	Subsumes	19700101	20991231	
41988236	42084422	Subsumes	19700101	20991231	
41988236	42084423	Subsumes	19700101	20991231	
41988236	42084424	Subsumes	19700101	20991231	
41988236	42084425	Subsumes	19700101	20991231	
41988244	41974602	Is a	19700101	20991231	
41988244	41988244	Mapped from	20190221	20991231	
41988244	41988244	Maps to	20190221	20991231	
41988245	41988245	Mapped from	20190221	20991231	
41988245	41988245	Maps to	20190221	20991231	
41988245	41989681	Subsumes	19700101	20991231	
41988245	41989696	Subsumes	19700101	20991231	
41988246	41976492	Is a	19700101	20991231	
41988246	41988246	Mapped from	20190221	20991231	
41988246	41988246	Maps to	20190221	20991231	
41988246	41994532	Subsumes	19700101	20991231	
41988248	41988248	Mapped from	20190221	20991231	
41988248	41988248	Maps to	20190221	20991231	
41988248	41989662	Subsumes	19700101	20991231	
41988249	41988249	Mapped from	20190221	20991231	
41988249	41988249	Maps to	20190221	20991231	
41988249	41989594	Subsumes	19700101	20991231	
41988249	41989616	Subsumes	19700101	20991231	
41988249	41989660	Subsumes	19700101	20991231	
41988249	41989665	Subsumes	19700101	20991231	
41988249	41989674	Subsumes	19700101	20991231	
41988252	41988252	Mapped from	20190221	20991231	
41988252	41988252	Maps to	20190221	20991231	
41988252	41989612	Subsumes	19700101	20991231	
41988252	41989618	Subsumes	19700101	20991231	
41988257	41960513	Is a	19700101	20991231	
41988257	41988257	Mapped from	20190221	20991231	
41988257	41988257	Maps to	20190221	20991231	
41988257	41989537	Subsumes	19700101	20991231	
